0	1546745701	1	0	617723846950387711	-119.79723505308	39.54821430774472
0	1546796716	0	0	617723846469091327	-119.78042714698582	39.58564376712494
1	1546302636	0	0	617725528073568255	-118.85704902535736	34.18704855306791
1	1546303849	0	0	617725528066228223	-118.85370938164114	34.192141065721714
1	1546304360	0	0	617725528073568255	-118.85704902535736	34.18704855306791
1	1546306934	0	0	617725528066228223	-118.85370938164114	34.192141065721714
1	1546356330	1	0	617725528073568255	-118.85704902535736	34.18704855306791
1	1546377995	0	0	617725528073568255	-118.85704902535736	34.18704855306791
2	1546328256	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1546408011	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1546418110	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1546469164	0	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1546482451	0	0	617700277955854335	-121.2680547153846	38.76675745432095
2	1546511230	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1546540741	0	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1546558537	0	0	617700318269407231	-121.31043192096529	38.75749424466751
2	1546559100	0	0	617700318268882943	-121.30711034947072	38.76249831933723
2	1546560412	0	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1546587442	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1546591633	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1546659424	0	0	617700318379769855	-121.28862030133264	38.7494314363625
2	1546660353	0	0	617700317565550591	-121.34093620610172	38.7967906116266
2	1546683844	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1546710797	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1546939030	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1546952467	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1546958790	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1547018834	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1547076607	0	0	617700317462790143	-121.35896022591784	38.80032360685797
2	1547077862	0	0	617700277955854335	-121.2680547153846	38.76675745432095
2	1547113051	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1547134446	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1547138613	0	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1547197146	1	0	617700317467770879	-121.3485255272233	38.80581729940465
2	1547288468	1	0	617700317467770879	-121.3485255272233	38.80581729940465
3	1546308338	0	0	617700554514628607	-120.7574249186537	37.63943489771607
3	1546308907	0	0	617700554550804479	-120.73609803178329	37.63753109467234
3	1546321926	1	0	617700554550804479	-120.73609803178329	37.63753109467234
3	1546376761	0	0	617700554550804479	-120.73609803178329	37.63753109467234
3	1546397855	0	0	617700554550804479	-120.73609803178329	37.63753109467234
3	1546405876	1	0	617700554550804479	-120.73609803178329	37.63753109467234
3	1546409234	0	0	617700551727775743	-120.99102440422088	37.64086770565638
3	1546410901	1	0	617700554550804479	-120.73609803178329	37.63753109467234
3	1546452433	0	0	617700554550804479	-120.73609803178329	37.63753109467234
3	1546539020	0	0	617700554514628607	-120.7574249186537	37.63943489771607
3	1546540828	0	0	617700554550804479	-120.73609803178329	37.63753109467234
3	1546551539	0	0	617700556376637439	-121.33925212204218	37.97120146768027
3	1546555514	0	0	617700137152806911	-122.0372000385377	38.2561521799534
3	1546595283	0	0	617700172983959551	-122.33259759844728	37.991199509694965
3	1546603306	0	0	617700548896882687	-121.13739896142228	37.74713998307613
3	1546626035	0	0	617700556675481599	-121.25184191536243	37.99468506351592
3	1546635194	0	0	617700556675481599	-121.25184191536243	37.99468506351592
3	1546660045	0	0	617700554510434303	-120.76794854966984	37.637176176040896
3	1546709691	0	0	617700562958811135	-121.23118845517624	37.93354256923371
3	1546712364	0	0	617700556172427263	-121.2565304389997	38.01840808418567
3	1546715288	0	0	617700551713357823	-120.97677434476952	37.638558926757256
3	1546747643	0	0	617700599880744959	-120.79849197494131	37.525841397829296
3	1546750423	0	0	617700551713357823	-120.97677434476952	37.638558926757256
3	1546804434	0	0	617700554514628607	-120.7574249186537	37.63943489771607
3	1546887788	0	0	617700554514628607	-120.7574249186537	37.63943489771607
3	1546905725	0	0	617700593981718527	-121.52098628251206	37.71668692554515
3	1546913022	0	0	617700593969397759	-121.53193971704653	37.72396127683383
3	1546918847	0	0	617700593981718527	-121.52098628251206	37.71668692554515
3	1546933131	0	0	617700593525063679	-121.45583737487028	37.75483539034891
3	1546935278	0	0	617700556675481599	-121.25184191536243	37.99468506351592
3	1546994960	0	0	617700554550804479	-120.73609803178329	37.63753109467234
3	1547065411	0	0	617700554550804479	-120.73609803178329	37.63753109467234
3	1547082072	0	0	617700172756418559	-122.37713395366502	37.97022058841268
3	1547092404	0	0	617700172756418559	-122.37713395366502	37.97022058841268
3	1547114259	0	0	617700139904270335	-122.27058324046436	38.0150822456121
3	1547118502	0	0	617700556675481599	-121.25184191536243	37.99468506351592
3	1547143166	0	0	617700554550804479	-120.73609803178329	37.63753109467234
